id,author,year,period_of_year,title,obj_plant,obj_animal,obj_ecosystem,communities_populations,obj_ecosystem_int,obj_landscape,obj_socioecological,obj_soil,obj_interactions,obj_climate,obj_litter,obj_others,exclusives,high_level,high_com,high_ecos,high_landscape,high_socio,object_of_study_anthropic,object_of_study_interaction,plant_seeds,plant_juvenile,plant_adults,plant_not_specified,atlantic_forest,amazon,cerrado,caatinga,pampa
874,"Oliveira, M.A. and Della Lucia, T.M.C. and Morato, E.F. and Amaro, M.A. and Marinho, C.G.S.",2011,2011-2015,"Vegetation Structure and Richness: Effects on Ant Fauna of The Amazon - Acre, Brazil (Hymenoptera: Formicidae)",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
875,"Barros, MF and Ribeiro, EMS and Vanderlei, RS and de Paula, AS and Silva, AB and Wirth, R and Cianciaruso, MV and Tabarelli, M",2021,2021-2025,Resprouting drives successional pathways and the resilience of Caatinga dry forest in human-modified landscapes,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,0,0,0,0,0,1,0
876,"Viapiana, J. and Cielo-Filho, R. and CÃ¢mara, C.D.",2019,2016-2020,Evaluation and characterization of passive restoration of an Atlantic forest tree community with focus on the understory,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,1,0,1,0,0,0,0
877,"Poorter, L and Rozendaal, DMA and Bongers, F and de Almeida-Cortez, JS and Zambrano, AMA and Alvarez, FS and Andrade, JL and Villa, LFA and Balvanera, P and Becknell, JM and Bentos, TV and Bhaskar, R and Boukili, V and Brancalion, PHS and Broadbent, EN and CÃ©sar, RG and Chave, J and Chazdon, RL and Dalla Colletta, G and Craven, D and de Jong, BJ and Denslow, JS and Dent, DH and DeWalt, SJ and GarcÃ­a, ED and Dupuy, JM and DurÃ¡n, SM and Santo, MME and FandiÃ±o, MC and Fernandes, GW and Finegan, B and Moser, VG and Hall, JS and HernÃ¡ndez-Stefanoni, JL and Jakovac, CC and Junqueira, AB and Kennard, D and Lebrija-Trejos, E and Letcher, SG and Lohbeck, M and Lopez, OR and MarÃ­n-Spiotta, E and MartÃ­nez-Ramos, M and Martins, SV and Massoca, PES and Meave, JA and Mesquite, R and Mora, F and Moreno, VD and MÃ¼ller, SC and MuÃ±oz, R and Muscarella, R and Neto, SND and Nunes, YRF and Ochoa-Gaona, S and Paz, H and PeÃ±a-Claros, M and Piotto, D and RuÃ­z, J and Sanaphre-Villanueva, L and Sanchez-Azofeifa, A and Schwartz, NB and Steininger, MK and Thomas, WW and Toledo, M and Uriarte, M and Utrera, LP and van Breugel, M and van der Sande, MT and van der Wal, H and Veloso, MDM and Vester, HFM and Vieira, ICG and Villa, PM and Williamson, GB and Wright, SJ and Zanini, IJ and Zimmerman, JK and Westoby, M",2019,2016-2020,Wet and dry tropical forests show opposite successional pathways in wood density but converge over time,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,0,0,0,0,0
878,"Correia, J and Fantini, A and Piazza, G",2017,2016-2020,Volume Equations and Form and Bark Factors for Coastal Secondary Forests of Santa Catarina State,1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,,0,0,0,1,1,0,0,0,0
879,"Tabarelli, M. and Peres, C.A.",2002,2001-2005,Abiotic and vertebrate seed dispersal in the Brazilian Atlantic forest: implications for forest regeneration,1,1,0,1,1,0,0,0,1,0,0,0,3,ecosystem,0,1,0,0,,seed dispersal,1,0,0,0,1,0,0,0,0
881,"Faustino, L.L. and Marciano, C.R. and Andrade, G.R.P.",2021,2021-2025,"Physical quality of soil under secondary forest, leguminous trees, and degraded pasture",0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
882,"Steenbock, W and Siminski, A and Fantini, AC and dos Reis, MS",2011,2011-2015,OCCURRENCE OF BRACATINGA (Mimosa scabrella BENTH.) IN BRACATINGA TRADITIONAL MANAGEMENT SYSTEM (BRACATINGAIS) AND SECONDARY FORESTS IN SANTA CATARINA STATE PLATEAU,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,1,0,0,0,0
883,"Thomaz, E.L. and Antoneli, V.",2015,2011-2015,"RAIN INTERCEPTION IN A SECONDARY FRAGMENT OF ARAUCARIA FOREST WITH FAXINAL, GUARAPUAVA-PR",0,0,0,NA,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
884,"Silva, F.R. and Begnini, R.M. and Klier, V.A. and Scherer, K.Z. and Lopes, B.C. and Castellani, T.T.",2009,2006-2010,Syagrus romanzoffiana (Arecaceae) Seed Utilization by Ants in a Secondary Forest in South Brazil,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
885,"LÃ³pez-Baucells, A. and Rocha, R. and GarcÃ­a-Mayes, I. and Vulinec, K. and Meyer, C.F.J.",2014,2011-2015,"First record of Micronycteris sanborni (Chiroptera: Phyllostomidae) from Central Amazonia, Brazil: range expansion and description of its echolocation",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
886,"Suarez, DR and Rozendaal, DMA and De Sy, V and Phillips, OL and Alvarez-DÃ¡vila, E and Anderson-Teixeira, K and Araujo-Murakami, A and Arroyo, L and Baker, TR and Bongers, F and Brienen, RJW and Carter, S and Cook-Patton, SC and Feldpausch, TR and Griscom, BW and Harris, N and HÃ©rault, B and Coronado, ENH and Leavitt, SM and Lewis, SL and Marimon, BS and Mendoza, AM and N'dja, JK and N'Guessan, AE and Poorter, L and Qie, L and Rutishauser, E and Sist, P and SonkÃ©, B and Sullivan, MJP and Vilanova, E and Wang, MMH and Martius, C and Herold, M",2019,2016-2020,Estimating aboveground net biomass change for tropical and subtropical forests: Refinement of IPCC default rates using forest plot data,1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,,0,0,0,1,0,0,0,0,0
887,"Fleury, M and Silla, F and Rodrigues, RR and do Couto, HTZ and Galetti, M",2015,2011-2015,Seedling fate across different habitats: The effects of herbivory and soil fertility,1,0,0,1,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,,herbivory,0,1,0,0,1,0,0,0,0
888,"Leite, MFA and Liu, BB and Cardozo, E and Silva, HRE and Luz, RL and Muchavisoy, KHM and Moraes, FHR and Rousseau, GX and Kowalchuk, G and Gehring, C and Kuramae, EE",2023,2021-2025,Microbiome resilience of Amazonian forests: Agroforest divergence to bacteria and secondary forest succession convergence to fungi,0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
889,"Rotmeister, K and Raymundo, D and Ribeiro, JHC and da Fonseca, CR and Almeida, VC and Carvalho, FA",2015,2011-2015,"Structure and diversity of forest regeneration at the Sao Pedro stream headwater, Juiz de Fora, MG",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,0,0,1,0,0,0,0
890,"Appel, G and LÃ³pez-Baucells, A and Rocha, R and Meyer, CFJ and Bobrowiec, PED",2021,2021-2025,Habitat disturbance trumps moonlight effects on the activity of tropical insectivorous bats,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
891,"Sobreiro, A.I. and Peres, L.L.S. and Boff, S. and Henrique, J.A. and Alves, V.V.",2019,2016-2020,"Continuous Micro-Environments Associated Orchid Bees Benefit from an Atlantic Forest Remnant, Parana State, Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
892,"Saatchi, SS and Soares, JV and Alves, DS",1997,1996-2000,Mapping deforestation and land use in Amazon rainforest by using SIR-C imagery,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,,0,0,0,1,0,1,0,0,0
893,"Roeder, M. and HÃ¶lscher, D. and Ferraz, I.D.K.",2010,2006-2010,Liana regeneration in secondary and primary forests of central Amazonia,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,0,0,0,1,0,0,0
894,"Silva Junior, C.H.L. and Heinrich, V.H.A. and Freire, A.T.G. and Broggio, I.S. and Rosan, T.M. and Doblas, J. and Anderson, L.O. and Rousseau, G.X. and Shimabukuro, Y.E. and Silva, C.A. and House, J.I. and AragÃ£o, L.E.O.C.",2020,2016-2020,Benchmark maps of 33 years of secondary forest age for Brazil,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,,0,0,0,1,0,0,0,0,0
895,"Santos, MD and Cavalleri, A and Silva, JC",2020,2016-2020,Forest regeneration affects litter fungivorous thrips fauna (Insecta: Thysanoptera) in Atlantic forest,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
897,"Helmer, E.H. and Lefsky, M.A. and Roberts, D.A.",2009,2006-2010,Biomass accumulation rates of Amazonian secondary forest and biomass of old-growth forests from Landsat time series and the Geoscience Laser Altimeter System,1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,,0,0,0,1,0,1,0,0,0
899,"ApolinÃ¡rio, L.C.M.H. and de Almeida, Ã‚.A. and Queiroz, J.M. and Vargas, A.B. and Almeida, F.S.",2019,2016-2020,"Diversity and Guilds of Ants in Different Land-Use Systems in Rio de Janeiro State, Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
900,"Vieira, I.C.G. and Gardner, T. and Ferreira, J. and Lees, A.C. and Barlow, J.",2014,2011-2015,Challenges of governing second-growth forests: A case study from the Brazilian Amazonian state of ParÃ¡,1,0,0,0,0,0,1,0,0,0,0,0,2,socioecological,0,0,0,1,socioecological,,0,0,0,1,0,1,0,0,0
901,"RÃ´Ã§as, G. and Barros, C.F. and Scarano, F.R.",1997,1996-2000,Leaf anatomy plasticity of Alchornea triplinervia (Euphorbiaceae) under distinct light regimes in a Brazilian montane Atlantic rain forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,1,0,0,0,0
903,"Tavares, P.D. and da SILVA, C.F. and Pereira, M.G. and da SILVA, E.M.R.",2020,2016-2020,COMPOSITION OF THE SOIL FAUNA COMMUNITY AND LEAF LITTER STOCK IN AGRO-FORESTRY SYSTEMS AND SECONDARY FORESTRY,0,1,0,NA,0,0,0,1,0,0,1,0,3,NA,NA,NA,NA,NA,,NA,,,,,1,0,0,0,0
904,"Batista, A. and Scolforo, P.G.V. and Scolforo, H.F. and Mello, J.M. and Guedes, M. and Scolforo, J.R.S.",2020,2016-2020,Modeling Tree Diameter Growth of Bertholletia excelsa Bonpl. in the Brazilian Amazon,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,1,0,0,0,0,1,0,0,0
905,"Markewitz, D. and Figueiredo, R.d.O. and de Carvalho, C.J.R. and Davidson, E.A.",2012,2011-2015,Soil and tree response to P fertilization in a secondary tropical forest supported by an Oxisol,0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
906,"Koch, N.M. and Martins, S.M.D.A. and Lucheta, F. and MÃ¼ller, S.C.",2013,2011-2015,Functional diversity and traits assembly patterns of lichens as indicators of successional stages in a tropical rainforest,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
907,"De CÃ¡ssia GuimarÃ£es Mesquita, R.",2000,1996-2000,Management of advanced regeneration in secondary forests of the Brazilian Amazon,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,0,0,0,1,0,0,0
908,"Mazzochini, GG and Camargo, JLC",2020,2016-2020,Understory plant interactions along a successional gradient in Central Amazon,1,0,0,1,1,0,0,1,1,0,0,0,3,ecosystem,0,1,0,0,NA,plant plant,0,1,0,0,0,1,0,0,0
909,"De Souza, VM and de Souza, B and Morato, EF",2008,2006-2010,"Effect of the forest succession on the anurans (Amphibla: Anura) of the Reserve Catuaba and its periphery, Acre, southwestern Amazonia",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
911,"Mendes, T.P. and Esposito, M.C. and da Silva Carvalho-Filho, F. and Juen, L. and Alvarado, S.T. and de Sousa, J.R.P.",2021,2021-2025,"Necrophagous flies (Diptera: Calliphoridae and Sarcophagidae) as indicators of the conservation or anthropization of environments in eastern Amazonia, Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
912,"Cunha, J.A.S.D. and FonsÃªca, N.C. and Cunha, J.S.A. and Rodrigues, L.D.S. and GusmÃ£o, R.A.F.D. and Lins-e-Silva, A.C.B.",2021,2021-2025,Selective logging in a chronosequence of Atlantic Forest: drivers and impacts on biodiversity and ecosystem services,1,0,1,1,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,NA,NA,0,0,1,0,1,0,0,0,0
913,"Oliva, EV and Reissmann, CB and Marques, R and Bianchin, JE and Dalmaso, CA and Winagraski, E",2018,2016-2020,FLORISTIC AND STRUCTURE OF TWO SECONDARY ARBOREAL COMMUNITY WITH DIFFERENT DISTURBANCE DEGREE IN RECOVERY PROCESS,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,1,0,1,0,0,0,0
915,"Steininger, M.K.",1996,1996-2000,"Tropical secondary forest regrowth in the Amazon: Age, area and change estimation with Thematic Mapper data",1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,,0,0,0,1,0,1,0,0,0
916,"Fernandes, W.D. and Lange, D. and Soares, S.D.A.",2010,2006-2010,Communities of Ants (Hymenoptera: Formicidae) in Fragmented Environments,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,1,0,0
917,"Sberze, M. and Cohn-Haft, M. and Ferraz, G.",2010,2006-2010,Old growth and secondary forest site occupancy by nocturnal birds in a neotropical landscape,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
919,"BenÃ­tez-Malvido, J and MartÃ­nez-Ramos, M",2013,2011-2015,Long-term performance and herbivory of tree seedlings planted into primary and secondary forests of Central Amazonia,1,0,0,1,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,NA,herbivory,0,1,0,0,0,1,0,0,0
920,"Lopes, V.S. and Cardoso, I.M. and Fernandes, O.R. and Rocha, G.C. and Simas, F.N.B. and de Melo Moura, W. and Santana, F.C. and Veloso, G.V. and da Luz, J.M.R.",2020,2016-2020,The establishment of a secondary forest in a degraded pasture to improve hydraulic properties of the soil,0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
921,"Prieto, PV and Seger, GDS and SÃ¡nchez-Tapia, A and Sansevero, JBB and Braga, JMA and Rodrigues, PJFP",2017,2016-2020,Secondary succession and fire disturbance promote dominance of a late-diverging tree lineage in a lowland Neotropical forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,1,0,0,0,0
922,"Machado, DL and Pereira, MG and Correia, MEF and Diniz, AR and dos Santos, LL and Menezes, CEG",2015,2011-2015,"NUTRIENT CYCLING IN DIFFERENT SUCCESSIONAL STAGES OF FOREST ATLANTIC, IN RIVER BASIN SUL PARAIBA, RJ",0,0,1,NA,1,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,,,,,,,1,0,0,0,0
923,"Vieira, I.C.G. and Proctor, J.",2007,2006-2010,Mechanisms of plant regeneration during succession after shifting cultivation in eastern Amazonia,1,0,0,1,0,0,1,0,0,0,0,0,2,socioecological,0,0,0,1,socioecological,,1,1,0,0,0,1,0,0,0
924,"de Almeida, M.V.V. and Fernandes, M.M. and de Almeida, A.Q. and Pereira, M.G. and JosÃ©, M.B. and de AraÃºjo Filho, R.N. and Fernandes, M.R.M.",2025,2021-2025,Floristics and phytosociology of models ecological restoration intercropped with Eucalyptus in the Brazilian Atlantic Forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,1,0,1,0,0,0,0
925,"Coelho, G.C. and da Silva Rigo, M. and Libardoni, J.B. and De Oliveira, R. and Benvenuti-Ferreira, G.",2011,2011-2015,Understory structure in two successional stages of a Semi-deciduous Seasonal Forest remnant of Southern Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,0,0,1,0,0,0,0
926,"Fortini, LB and Bruna, EM and Zarin, DJ and Vasconcelos, SS and Miranda, IS",2010,2006-2010,Altered resource availability and the population dynamics of tree species in Amazonian secondary forests,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,0,1,0,0,0
927,"Teixeira, M.C. and Trindade, F.G. and da Cunha, M. and Rezende, C.E. and VitÃ³ria, A.P.",2018,2016-2020,Ultrastructural and functional chloroplast changes promoting photoacclimation after forest management in a tropical secondary forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,1,0,0,0,0
928,"Steininger, M.K.",2000,1996-2000,Secondary forest structure and biomass following short and extended land-use in central and southern Amazonia,1,0,1,0,1,0,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological,,0,0,0,1,0,1,0,0,0
929,"Lanhoso, H and Vieira, MEL and Pacheco, P Jr and Teseo, S and ChÃ¢line, N and Ferreira, RS",2024,2021-2025,Composition and inter-species relationships within ant communities across differentially anthropized urban environments: a case study,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
930,"Martius, C and HÃ¶fer, H and Garcia, MVB and RÃ¶mbke, J and Hanagarth, W",2004,2001-2005,"Litter fall, litter stocks and decomposition rates in rainforest and agroforestry sites in central Amazonia",0,0,0,NA,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,,,,,,,0,1,0,0,0
931,"Luther, D.A. and Wolfe, J.D. and Johnson, E. and Stouffer, P.C. and Batchelor, J. and Tarwater, C.E.",2024,2021-2025,Habitat use of Amazonian birds varies by age and foraging guild along a disturbance gradient,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
932,"van der Sande, MT and Powers, JS and Kuyper, TW and Norden, N and Salgado-Negret, B and de Almeida, JS and Bongers, F and Delgado, D and Dent, DH and Derroire, G and Santo, MMD and Dupuy, JM and Fernandes, GW and Finegan, B and Gavito, ME and HernÃ¡ndez-Stefanoni, JL and Jakovac, CC and Jones, IL and Veloso, MDM and Meave, JA and Mora, F and MuÃ±oz, R and PÃ©rez-CÃ¡rdenas, N and Piotto, D and Alvarez-DÃ¡vila, E and Caceres-Siani, Y and Dalban-Pilon, C and Dourdain, A and Du, D and Villalobos, DG and Nunes, YRF and Sanchez-Azofeifa, A and Poorter, L",2023,2021-2025,Soil resistance and recovery during neotropical forest succession,0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,0,0,0
933,"Togashi, HF and Montezuma, RDM and Leite, AF",2012,2011-2015,"GROSS RAINFALL AND THROUGHFALL IN THREE SECONDARY SUCCESSION GRADIENTS OF ATLANTIC RAIN FOREST ON PEDRA BRANCA MASSIF, RIO DE JANEIRO",0,0,0,NA,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
934,"da Silva Utta, A.C. and Chiatante, G. and Schifani, E. and Meriggi, A. and Fernandes, I.O. and Borges, P.A.V. and Solar, R.R.C. and Baccaro, F.B. and Grasso, D.A.",2024,2021-2025,How Habitat Simplification Shapes the Morphological Characteristics of Ant Assemblages (Hymenoptera: Formicidae) in Different Biogeographical Contexts,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
935,"Neeff, T and GraÃ§a, PMD and Dutra, LV and Freitas, CD",2005,2001-2005,Carbon budget estimation in Central Amazonia:: Successional forest modeling from remote sensing data,1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,,0,0,0,1,0,1,0,0,0
936,"Ramos de Andrade, J. and Andrade da Silva, K. and Fraga dos Santos, J.M. and Melo dos Santos, D. and Pereira Guerra, T. and De Lima AraÃºjo, E.",2015,2011-2015,Influence of microhabitats on the performance of herbaceous species in areas of mature and secondary forest in the semiarid region of Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,0,0,0,1,0
937,"Bandeira, A.G. and Vasconcellos, A.",2002,2001-2005,A quantitative survey of termites in a gradient of disturbed highland forest in northeastern Brazil (Isoptera),0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
938,"de Paula, RC and Silveira, RDL and da Rocha, MM and Izzo, TJ",2016,2016-2020,The restoration of termite diversity in different reforestated forests,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
939,"Costa, S.G. and Morato, E.F. and Salimon, C.I.",2012,2011-2015,"Bamboo density and population structure of two pioneer tree species in secondary forests of different ages in a remnant forest, Acre State",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,1,1,0,0,0,1,0,0,0
940,"Bispo, P.D.C. and Pardini, M. and Papathanassiou, K.P. and Kugler, F. and Balzter, H. and Rains, D. and dos Santos, J.R. and Rizaev, I.G. and Tansey, K. and dos Santos, M.N. and Spinelli Araujo, L.",2019,2016-2020,Mapping forest successional stages in the Brazilian Amazon using forest heights derived from TanDEM-X SAR interferometry,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,,0,0,0,1,0,1,0,0,0
941,"Cardozo, E.G. and Celentano, D. and Rousseau, G.X. and Silva, H.R. and Muchavisoy, H.M. and Gehring, C.",2022,2021-2025,"Agroforestry systems recover tree carbon stock faster than natural succession in Eastern Amazon, Brazil",1,0,1,0,1,0,0,1,0,0,1,0,4,ecosystem,0,1,0,0,,NA,0,0,0,1,0,1,0,0,0
942,"Hawes, J.E. and Vieira, I.C.G. and Magnago, L.F.S. and Berenguer, E. and Ferreira, J. and AragÃ£o, L.E.O.C. and Cardoso, A. and Lees, A.C. and Lennox, G.D. and Tobias, J.A. and Waldron, A. and Barlow, J.",2020,2016-2020,A large-scale assessment of plant dispersal mode and seed traits across human-modified Amazonian forests,1,0,0,1,1,1,0,0,1,0,0,0,3,landscape,0,0,1,0,,seed dispersal,1,0,0,0,0,1,0,0,0
943,"Yang, Y. and Saatchi, S. and Xu, L. and Keller, M. and Corsini, C.R. and AragÃ£o, L.E.O.C. and Aguiar, A.P. and Knyazikhin, Y. and Myneni, R.B.",2020,2016-2020,Interannual Variability of Carbon Uptake of Secondary Forests in the Brazilian Amazon (2004-2014),1,0,1,0,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
944,"Barlow, J. and Overal, W.L. and Araujo, I.S. and Gardner, T.A. and Peres, C.A.",2007,2006-2010,"The value of primary, secondary and plantation forests for fruit-feeding butterflies in the Brazilian Amazon",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,1,0,0,0
945,"Bentos, TV and Mesquita, RCG and Williamson, GB",2008,2006-2010,Reproductive Phenology of Central Amazon Pioneer Trees,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,0,1,0,0,0
947,"Louzada, J. and Gardner, T. and Peres, C. and Barlow, J.",2010,2006-2010,A multi-taxa assessment of nestedness patterns across a multiple-use Amazonian forest landscape,0,1,0,NA,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
948,"Stedille, L.I.B. and Gomes, J.P. and da Costa, N.C.F. and da Costa Bortoluzzi, R.L. and Mantovani, A.",2020,2016-2020,Passive restoration in Araucaria Forest: useful ecological indicators in monitoring successional advancement in exotic tree plantation landscapes,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,1,0,0,0,0
949,"Oliveira, A.C.M. and Ferrari, S.F.",2000,1996-2000,"Seed dispersal by black-handed tamarins, Saguinus midas niger (Callitrichinae, Primates):: implications for the regeneration of degraded forest habitats in eastern Amazonia",1,1,0,1,1,0,0,0,1,0,0,0,3,ecosystem,0,1,0,0,,seed dispersal,1,0,0,0,0,1,0,0,0
950,"Rozendaal, DMA and Suarez, DR and De Sy, V and Avitabile, V and Carter, S and Yao, CYA and Alvarez-Davila, E and Anderson-Teixeira, K and Araujo-Murakami, A and Arroyo, L and Barca, B and Baker, TR and Birigazzi, L and Bongers, F and Branthomme, A and Brienen, RJW and Carreiras, JMB and Gatti, RC and Cook-Patton, SC and Decuyper, M and DeVries, B and Espejo, AB and Feldpausch, TR and Fox, J and Gamarra, JGP and Griscom, BW and Harris, N and HÃ©rault, B and Coronado, ENH and Jonckheere, I and Konan, E and Leavitt, SM and Lewis, SL and Lindsell, JA and N'Dja, JK and N'Guessan, AE and Marimon, B and Mitchard, ETA and Monteagudo, A and Morel, A and Pekkarinen, A and Phillips, OL and Poorter, L and Qie, L and Rutishauser, E and Ryan, CM and Santoro, M and Silayo, D and Sist, P and Slik, JWF and SonkÃ©, B and Sullivan, MJP and Laurin, GV and Vilanova, E and Wang, MMH and Zahabu, E and Herold, M",2022,2021-2025,"Aboveground forest biomass varies across continents, ecological zones and successional stages: refined IPCC default values for tropical and subtropical forests",1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,,0,0,0,1,0,0,0,0,0
951,"Bugs, P.S. and Araujo, P.B. and JÃºnior, M.S.M. and Ott, R.",2014,2011-2015,"Diversity and population characteristics of terrestrial isopods (Crustacea, Oniscidea) across three forest environments in southern Brazil",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,1,0,0,0,0
952,"Franco-Moraes, J. and Braga, L.V. and Clement, C.R.",2023,2021-2025,"The Zo'e perspective on what scientists call ""forest management"" and its implications for floristic diversity and biocultural conservation",1,0,0,1,0,0,1,0,0,0,0,0,2,socioecological,0,0,0,1,socioecological,,0,0,0,1,0,1,0,0,0
953,"Ribeiro, T.M. and Ivanauskas, N.M. and Martins, S.V. and Polisel, R.T. and Dos Santos, R.L.R.",2013,2011-2015,"Araucaria angustifolia (Bertol.) O. Kuntze Secondary Forest Phytosociology on the Bananal Ecological Station, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,1,1,0,1,0,0,0,0
954,"da Silva, J.V.C.D.L. and Hirschfeld, M.N.C. and Cares, J.E. and Esteves, A.M.",2020,2016-2020,"Land use, soil properties and climate variables influence the nematode communities in the Caatinga dry forest",0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,0,0,0,1,0
