author,year,title,abstract,group
"Bordon, NG; Nogueira, A; Leal, N; Higuchi, N",2019,"Blowdown disturbance effect on the density, richness and species composition of the seed bank in Central Amazonia","Windstorms, known as blowdowns, create large canopy gaps in the tropical rainforest. Despite the occurrence of blowdowns in Central Amazonia, no studies have yet investigated the seed bank in areas altered by blowdown in the Amazon rainforest. The seed bank plays an important role in the regeneration of larger natural gaps, and changes in, or partial loss of, seed bank can modify the successional dynamics locally. In the present study, we compared the density, richness and floristic composition of a seed bank in a post-blowdown secondary forest with approximately six years old and a continuous forest. The seed bank was characterized by collecting 160 soil samples systematically distributed in each forest type at two different times. Samples were collected at a minimum distance of 30 m from each other, sampling the superficial soil 5 cm in depth and 20 cm in diameter. At each sampling point, the slope and canopy openness was also measured. The density and floristic composition of the seed bank was estimated using counts of seedlings that had emerged in a nursery of the collected soil samples. The post-blowdown secondary forest exhibited seed banks 30% denser and 20% richer, on average, than continuous forest. The floristic composition also differed between forest types, with a predominance of Melastomataceae, Urticaceae, and Araceae in the secondary forest, followed by Cyperaceae and Moraceae; however, these did not differ between forest types. In contrast, for other families, greater richness and density were observed in the continuous forest. Higher density and richness of trees, shrubs, epiphytes, and hemiepiphytes were observed in the secondary forest, except for the richness of epiphytes. In general, terrain slope was unrelated to density, richness and floristic composition of the seed bank. Under a disturbance of great magnitude, such as a blowdown, the density and richness of the seed bank were not reduced; on the contrary, its potential for local regeneration was maintained. Despite the limited contribution of the seed bank to the regeneration of climax species, the seed bank was shown to be diverse in species, including different life forms, and may contribute to the regeneration of forest strata, even after severe disturbances.",tudo
"Feldpausch, TR; Riha, SJ; Fernandes, ECM; Wandelli, EV",2005,Development of forest structure and leaf area in secondary forests regenerating on abandoned pastures in Central Amazonia,"The area of secondary forest (SF) regenerating from pastures is increasing in the Amazon basin; however, the return of forest and canopy structure following abandonment is not well understood. This study examined the development of leaf area index (LAI), canopy cover, aboveground biomass, stem density, diameter at breast height (DBH), and basal area ( BA) by growth form and diameter class for 10 SFs regenerating from abandoned pastures. Biomass accrual was tree dominated, constituting >= 94% of the total measured biomass in all forests abandoned >= 4 to 6 yr. Vine biomass increased with forest age, but its relative contribution to total biomass decreased with time. The forests were dominated by the tree Vismia spp. (> 50%). Tree stem density peaked after 6 to 8 yr ( 10 320 stems per hectare) before declining by 42% in the 12- to 14-yr-old SFs. Small-diameter tree stems in the 1-5-cm size class composed > 58% of the total stems for all forests. After 12 to 14 yr, there was no significant leaf area below 150-cm height. Leaf area return (LAI = 3.2 after 12 to 14 yr) relative to biomass was slower than literature-reported recovery following slash-and-burn, where LAI can reach primary forest levels ( LAI = 4 - 6) in 5 yr. After 12 to 14 yr, the colonizing vegetation returned some components of forest structure to values reported for primary forest. Basal area and LAI were 50% - 60%, canopy cover and stem density were nearly 100%, and the rapid tree-dominated biomass accrual was 25% - 50% of values reported for primary forest. Biomass accumulation may reach an asymptote earlier than expected because of even-aged, monospecific, untiered stand structure. The very slow leaf area accumulation relative to biomass and to reported values for recovery following slash-and-burn indicates a different canopy development pathway that warrants further investigation of causes ( e. g., nutrient limitations, competition) and effects on processes such as evapotranspiration and soil water uptake, which would influence long-term recovery rates and have regional implications.",tudo
"Mota, JCA; de Alencar, TL; de Assis, RN",2015,"PHYSICAL CHANGES IN A CAMBISOL CULTIVATED WITH Musa sp UNDER IRRIGATION IN THE APODI PLATEAU, CE, BRAZIL","Soil properties become quality indicators as they come to be used to monitor soil changes through time. Under the hypothesis that the soils of the Chapada do Apodi (Apodi Plateau), CE, Brazil, underwent changes in physical quality through use, and that management systems lead to a new state of equilibrium in these properties, the aim of this study was to analyze the degree of these changes to ascertain whether soil use is leading to a process of physical degradation. A Cambisol under cultivation with banana and under secondary forest was evaluated from the surface to 0.3 m deep, in three layers of 0.1 m, in regard to the following aspects: soil texture, clay dispersed in water, degree of flocculation, organic matter, particle density, bulk density, aggregate stability, and resistance to penetration. We concluded that the indicators used for evaluation show that the quality of the soil properties under cultivation is maintained compared to the situation of secondary forest. Although we did not observe a significant difference between the properties evaluated by univariate statistics in the situations of soil use and management, cluster analysis was effective in distinguishing three groups of soil situations based on the variables analyzed.",tudo
"Martius, C; Höfer, H; Garcia, MVB; Römbke, J; Förster, B; Hanagarth, W",2004,Microclimate in agroforestry systems in central Amazonia:: does canopy closure matter to soil organisms?,"Microclimate was recorded and soil organisms were collected 1997-1999 in ecosystem stands of contrasting structure in central Amazonia (a primary forest, a 12-year secondary forest, two different agroforestry systems, a rubber tree (Hevea brasiliensis) plantation, and a peach palm (Bactris gasipaes) monoculture with a densely closed canopy). The aim was to look at the effects of canopy closure on microclimate and soil organisms. Monthly maxima temperature, average air and soil temperatures, and saturation deficit were highest in September 1997, and total annual rainfall in 1997 was 12-28% lower than in the other study years. The monthly average litter temperatures were consistently 2-4degreesC higher in the plantation sites than in the rainforest and the secondary forest, and temperatures on single days (not the monthly averages) in the plantations were up to 10degreesC higher than in the primary forest. The highest average litter and soil temperatures and the highest temperature maxima were recorded in the agroforestry plantations. Canopy closure strongly determined the litter temperatures in the sites. Soil macrofauna biomass was also strongly correlated to canopy closure (linear regression, P = 0.05). We conclude that a well developed canopy effectively protects the soil macrofauna from high temperature variation and drought stress. Therefore, optimizing these agroforestry systems for canopy closure may contribute to a better management of the beneficial soil decomposer community.",tudo
"Zimmermann, B; Elsenbeer, H; De Moraes, JM",2006,The influence of land-use changes on soil hydraulic properties: Implications for runoff generation,"Many modem landscapes in the humid tropics appear as a mosaic of primary forest, agricultural land and abandoned areas at various stages of regrowth. Whereas the hydrological functioning of primary forest and agricultural ecosystems is known to some degree, the impact of secondary forests on the hydrological cycle has yet to receive the same attention; this is particularly true for the effects of forest regrowth on soil hydrology. We investigated the effects of land-use and land-cover types representative of largely deforested areas of the Amazon basin on soil hydrological flowpaths by quantifying infiltrability and field-saturated hydraulic conductivity (Ksat) at two depths (12.5 and 20 cm) under primary forest, recently cleared secondary forest (prepasture), teak (Tectona grandis), pasture and secondary forests originating from a former banana-cacao plantation (banana) and from pasture (capoeira). We further inferred potential changes in the hydrological flowpath regime by comparing our results with prevailing rainfall intensities. Infiltrability varied (alpha = 0.05) among the cover types according to: {forest} > {banana, capoeira, teak} > {pasture}, with prepasture overlapping with forest, banana and capoeira. Although the infiltrability of pasture is lower by an order of magnitude in comparison to the other cover types, this decrease does not affect flowpath patterns as infiltrability still exceeds even the highest short-term, such as 5 min, rainfall intensities. Ksat at the 12.5 cm depth varies as follows: {forest, banana, capoeira} > {teak} > {pasture}, with prepasture being undistinguishable from the first group. Under teak and pasture, Ksat is lower than prevailing rainfall intensities, which implies the possible generation of a perched water table at a shallow depth and hence the generation of saturation overland flow. The impact of 13 years of cattle grazing prior to planting teak is still measurable even after 10 years of growth. At the 20 cm depth, the differences in Ksat among the land uses are minor compared to prevailing rainfall intensities, i.e., the vertical flow of water is impeded regardless of land use. We conclude that there is a considerable memory effect; hence, any assessment of the hydrological functioning of secondary forests, quasi-natural or man-made, must take into account the kind, intensity and duration of land use prior to regrowth. (c) 2005 Elsevier B.V. All rights reserved.",tudo
"Pereira, GHA; Pereira, MG; dos Anjos, LHC; Amorim, TD; Menezes, CEG",2013,"LITTER DECOMPOSITION, DIVERSITY AND FUNCTIONALITY OF SOIL INVERTEBRATES IN AN ATLANTIC RAIN FOREST FRAGMENT","The vegetation of the forests edge shows characteristics of early succession stages. However, this initial stage forest produce leaves that are hard to decompose and have a lower diversity of the soil invertebrates that participate in litter decomposition. Thus, it is likely that the litter decomposition and soil fauna are influenced by the newly created fragments border characteristics. The aim of this study was to evaluate the litter decomposition and soil invertebrates in a Atlantic Rain Forest fragment located in Pinheiral, RJ, Brazil. Litter bags and pitfall traps were installed at the edge and in the interior of the forest to assess the loss of litter mass and the soil fauna, respectively. The litter decomposed more slowly on the edge, where the soil fauna was less diverse and with more expression of bacteria and fungi predators. On the forest interior, with greater soil fauna diversity and higher activity of decomposers and predators invertebrates, litter decomposition showed a tendency to be faster. Accordingly, the fragmentation in secondary forests may slow the dynamic of litter decomposition and, thus, alter the nutrient cycling in the upper soil layer.",tudo
"da Silva, CF; Pereira, MG; dos Santos, VL; Miguel, DL; da Silva, EMR",2016,"ARBUSCULAR MYCORRHIZAL FUNGI: COMPOSITION, LENGHT EXTRARADICAL MYCELIUM AND GLOMALIN IN AREAS OF ATLANTIC FOREST, RIO DE JANEIRO","The Atlantic Forest is considered an environment of great biodiversity. However, by constantly being subjected to intense human pressure, is very fragmented and disconnected, surrounded by extensive matrices formed by pastures, capoeiras, monocultures and urban areas. Fragmentation, as well as certain uses and soil management can cause changes in the composition and activity of soil microorganisms, such as mycorrhizal fungi (AMF). Fragmentation, as well as certain uses and soil management may entail a reduction of edaphic microflora. Thus, the study aimed to evaluate the composition of the population of mycorrhizal fungi (MF) in different areas, to determine the influence of vegetation on the abundance of AMF spores in the length of extraradical mycelium (LEM) and levels of Glomalin-related soil protein (GRSP) the ground. The systems were evaluated: annual crops (Anag); perennial agriculture (PAG), pasture, secondary forest early stage (SFES), secondary forest medium stage (SFME); advanced stage secondary forest (ASSF). Soil samples were collected at a depth of 0-5 cm, in two different seasons (summer and winter), and analyzed the abundance of spores and species composition of AMF, the LEM, and the presence of GRSP. It was recovered a total of 27 morphotypes of spores of AMF, and AMF species was that which was present in all areas studied in both seasons and in most cases with a high frequency of occurrence. The abundance of AMF spores was influenced by the type of vegetation. A low AMF sporulation was observed in the area of Anag both stations. The agricultural areas have changed the species composition of AMF in relation to forest systems. The concentration of GRSP - easily extractable (GRSP-EE) fell in the SFME for agriculture.",tudo
"Yang, JC; Huang, JH; Pan, QM; Tang, JW; Han, XG",2004,Long-term impacts of land-use change on dynamics of tropical soil carbon and nitrogen pools,"Land-use changes, especially the conversion of native forest vegetation to cropland and plantations in tropical region, can alter soil C and N pools and N availability for plant uptake. Deforestation, followed by shifting cultivation and establishment of rubber tree plantation, is a common land-use change in Xishuangbanna, southwest China. However the influence of this kind of land-use change on soil C and N dynamics in this region remains poorly understood. This study was conducted to assess the effects of land-use change on soil C and N pools. Soil samples were collected on five adjacent plots, which belong to three land-use types including secondary forest-an acuminate banana(Musa itinerans) secondary forest and a male bamboo(Dendrocalamus membranaceae) secondary forest, shifting cultivation, and rubber tree (Hevea brasiliensis (H. B. K.) Muell. Arg.) plantation(one plot is 3-year-old, and another is 7-year-old). We measured soil bulk density (BD), pH value, moisture content and concentrations of soil organic carbon(SOC), total soil nitrogen(TSN), and inorganic N(NO3--N and NH4+-N) at 0-3, 3-20, 20-40 and 40-60 cm depths, and calculated C and N pools in 0-20, 20-40, 40-60, and 0-60 cm soil layers. Compared with the adjacent secondary forests, shifting cultivation and establishment of rubber tree plantations resulted in significant decline in concentrations and stocks of SOC and TSN in 0-20 and 0-60 cm soil layers, and increase in pH and bulk density at 0-3, 3-20, and 20-40 cm depths. Soil moisture content decreased only in 0-20 cm surface soils in shifting cultivation and plantations. The dynamics of mineral N was much more complex, which had different trends among depths and ecosystems. Compared with the secondary forests, SOC stocks in 0-20 cm surface soils in shifting cultivation and rubber tree plantations (3-year-old plantation and 7-year-old plantation) decreased by 34.0%, 33%, and 23%; and TSN stocks decreased by 32.2% 9 20.4%, and 20.4%, respectively, whereas the decreases of SOC and TSN stocks in 0-60 cm soil layers were much less. The results indicated that C and N losses were mainly occurred in 0-20 cm surface soil, followed by 20-40 cm layer.",tudo
"Costa, TL; Sampaio, EVSB; Araújo, EL; Silva, AF; Freitas, ADS",2021,Contributions of Leguminosae to young and old stands of neotropical forests under different environmental conditions,"Key message Potentially nodulating Leguminosae species had high density and biomass in young stands of forests in Northeast Brazil, except in a dry forest on a low-fertility soil. Context Leguminosae species, especially potentially nodulating ones, appear to be important components of tropical secondary forests, although information is still scarce concerning their contributions to richness and biomass under different environmental conditions. Aims To evaluate the contribution of Leguminosae to the aboveground biomass and density of young and old forest stands in six sites, with different climate and soil conditions, in northeastern Brazil. Methods The biomass of plants was estimated using allometric equations in ten plots in one young and one old forest stand in each site. Leguminosae were separated into nodulating and non-nodulating species based on literature. Results Leguminosae, mainly nodulating species, displayed the largest number of species among all families and the largest biomass and density in young stands. There was more similarity in Leguminosae species composition between young and old stands in dry than in humid forests. Conclusion Nodulating species make considerable contributions to the biomass of the initial successional stages of forests in Northeast Brazil - confirming the importance of the family for natural forest regeneration, especially in dry environments.",tudo
"Rego, CARD; de Herrera, JL; de Oliveira, PSR; Muniz, LC; Rosset, JS; Mattei, E; da Silveira, L; Sampaio, MC; Pereira, MG; Silva, KRC; de Oliveira, IR",2024,Pasture Recovery Period Affects Humic Substances and Oxidations of Organic Matter in Eastern Amazon,"Land management practices that overlook soil limitations and potential have led to varying degrees of degradation. This study evaluates the carbon content in chemical and oxidisable soil fractions across different pasture recovery periods, comparing them to secondary forests. The management practices assessed include the following: secondary forest (SF), perennial pasture (PP), perennial pasture recovered five years ago (P5), and perennial pasture recovered eight years ago (P8), all on Plinthosols. We analysed carbon levels in oxidisable fractions and humic substances at depths of 0-0.10 m, 0.10-0.20 m, 0.20-0.30 m, and 0.30-0.40 m. The SF and P8 areas showed the highest organic matter content within the humic fractions, compared to the PP and P5 areas. Additionally, the P8 area demonstrated an increase in the labile and moderately recalcitrant fractions of organic matter, standing out among the different fractions evaluated. The multivariate principal component analysis indicated that P8 has the greatest impact on soil quality, followed by FS, P5, and PP. The pasture recovery over the past eight years has significantly improved soil carbon accumulation, highlighting the benefits of land restoration.",tudo
"Jakovac, CC; Junqueira, AB; Crouzeilles, R; Peña-Claros, M; Mesquita, RCG; Bongers, F",2021,The role of land-use history in driving successional pathways and its implications for the restoration of tropical forests,"Secondary forests are increasingly important components of human-modified landscapes in the tropics. Successional pathways, however, can vary enormously across and within landscapes, with divergent regrowth rates, vegetation structure and species composition. While climatic and edaphic conditions drive variations across regions, land-use history plays a central role in driving alternative successional pathways within human-modified landscapes. How land use affects succession depends on its intensity, spatial extent, frequency, duration and management practices, and is mediated by a complex combination of mechanisms acting on different ecosystem components and at different spatial and temporal scales. We review the literature aiming to provide a comprehensive understanding of the mechanisms underlying the long-lasting effects of land use on tropical forest succession and to discuss its implications for forest restoration. We organize it following a framework based on the hierarchical model of succession and ecological filtering theory. This review shows that our knowledge is mostly derived from studies in Neotropical forests regenerating after abandonment of shifting cultivation or pasture systems. Vegetation is the ecological component assessed most often. Little is known regarding how the recovery of belowground processes and microbiota communities is affected by previous land-use history. In published studies, land-use history has been mostly characterized by type, without discrimination of intensity, extent, duration or frequency. We compile and discuss the metrics used to describe land-use history, aiming to facilitate future studies. The literature shows that (i) species availability to succession is affected by transformations in the landscape that affect dispersal, and by management practices and seed predation, which affect the composition and diversity of propagules on site. Once a species successfully reaches an abandoned field, its establishment and performance are dependent on resistance to management practices, tolerance to (modified) soil conditions, herbivory, competition with weeds and invasive species, and facilitation by remnant trees. (ii) Structural and compositional divergences at early stages of succession remain for decades, suggesting that early communities play an important role in governing further ecosystem functioning and processes during succession. Management interventions at early stages could help enhance recovery rates and manipulate successional pathways. (iii) The combination of local and landscape conditions defines the limitations to succession and therefore the potential for natural regeneration to restore ecosystem properties effectively. The knowledge summarized here could enable the identification of conditions in which natural regeneration could efficiently promote forest restoration, and where specific management practices are required to foster succession. Finally, characterization of the landscape context and previous land-use history is essential to understand the limitations to succession and therefore to define cost-effective restoration strategies. Advancing knowledge on these two aspects is key for finding generalizable relations that will increase the predictability of succession and the efficiency of forest restoration under different landscape contexts.",tudo
"Bianchi, MD; Scoriza, RN; de Resende, AS; Campello, EFC; Correia, MEF; da Silva, EMR",2017,Soil Macrofauna as Indicators in Tree Legume Revegetation,"The study was conducted in an area of abandoned pasture located in the city of Valenca (RJ) revegetated with tree legumes. Different proportions of nitrogen-fixing leguminous trees were used: 0% (0L), 25% (25L), 50% (50L) and 75% (75L). For evaluation of soil biota, samplings were made in the end of the dry season and in the rainy season. Samples were collected in the abandoned pasture, in a secondary forest, and in two grassland areas (PA and PB). The process of reforestation has increased the overall diversity of soil fauna. Formicidae was the group that stood out, being abundant in all treatments and in the two periods of collection. During the rainy season, a considerable increase in the amount of invertebrates in the litter layer was observed in the treatments 0L, 25L, 50L, 75L and in the secondary forest, while during the dry season, such increase occurred in the 0-10 cm layer.",tudo
"Brasil, IDS; Dalla Corte, AP; Moura, MM; Nakajima, NY; Sanquetta, CR; Rex, FE; Mallmann, AA",2022,Contributions of Forest Regeneration after Intense Fragmentation in the Amazon through Morphological Spatial Pattern Analysis,"This study analyzes the Amazon rainforest in the Brazilian state of Rondonia from the perspective of the forest regeneration observed from 2008 to 2018. The research examines the regeneration's contribution to the landscape's morphological spatial pattern within the state's geographical limits, conservation units, indigenous lands, and the unprotected region. It assesses how the increase of forest regeneration areas influences morphological spatial patterns and evaluates whether the landscape in Rondonia has benefited from these new areas. The GuidosToolbox software was used to extract the morphological spatial pattern and the indices of morphological spatial patterns of forest habitats. The findings showed that Rondonia developed forest regeneration areas for 10 years, but these areas contributed little to improving the landscape morphological spatial patterns. The increase in regeneration areas contributed adequately only in the unprotected region. Therefore, the forest regeneration was not enough to compensate for the observed deforestation. Thus, conservation actions must be complemented with restoration activities focused on reconnecting patches and increasing the size of forest habitat through projects to encourage environmental regularization of exploited areas. Study Implications: The state of Rondonia reflects what is happening in the Brazilian Amazon, with high levels of deforestation and forest regeneration in abandoned areas after anthropic use. The emergence of new forest areas contributes to reducing the effects of anthropization on forest habitat fragments. However, forest regeneration alone is insufficient to ensure that the landscape has substantially recovered. In-depth analyses, such as morphological spatial pattern analysis, can provide a broader view to affirm that regenerated forest areas are growing in a region while enriching forest habitat fragments and resulting in ecological benefits.",tudo
"Salimon, CI; Davidson, EA; Victoria, RL; Melo, AWF",2004,CO2 flux from soil in pastures and forests in southwestern Amazonia,"Stocks of carbon in Amazonian forest biomass and soils have received considerable research attention because of their potential as sources and sinks of atmospheric CO2. Fluxes of CO2 from soil to the atmosphere, on the other hand, have not been addressed comprehensively in regard to temporal and spatial variations and to land cover change, and have been measured directly only in a few locations in Amazonia. Considerable variation exists across the Amazon Basin in soil properties, climate, and management practices in forests and cattle pastures that might affect soil CO2 fluxes. Here we report soil CO2 fluxes from an area of rapid deforestation in the southwestern Amazonian state of Acre. Specifically we addressed (1) the seasonal variation of soil CO2 fluxes, soil moisture, and soil temperature; (2) the effects of land cover (pastures, mature, and secondary forests) on these fluxes; (3) annual estimates of soil respiration; and (4) the relative contributions of grass-derived and forest-derived C as indicated by delta(13)CO(2). Fluxes were greatest during the wet season and declined during the dry season in all land covers. Soil respiration was significantly correlated with soil water-filled pore space but not correlated with temperature. Annual fluxes were higher in pastures compared with mature and secondary forests, and some of the pastures also had higher soil C stocks. The delta(13)C of CO2 respired in pasture soils showed that high respiration rates in pastures were derived almost entirely from grass root respiration and decomposition of grass residues. These results indicate that the pastures are very productive and that the larger flux of C cycling through pasture soils compared with forest soils is probably due to greater allocation of C belowground. Secondary forests had soil respiration rates similar to mature forests, and there was no correlation between soil respiration and either forest age or forest biomass. Hence, belowground allocation of C does not appear to be directly related to the stature of vegetation in this region. Variation in seasonal and annual rates of soil respiration of these forests and pastures is more indicative of flux of C through the soil rather than major net changes in ecosystem C stocks.",tudo
"Dullius, M; Dalmolin, RSD; Pedron, FD; Longhi, SJ; Horst, TZ; Moura-Bueno, JM",2018,Pedological and topographical influence on the distribution of tree species in different stages of regeneration,"The aims of this study were to analyze the pedological and topographic variables of two forest fragments in different stages of regeneration and verify the relationship with the physiognomic and community structure of the vegetation. The study was developed in the Edge of the Plateau of Rio Grande do Sul state (RS), Brazil. Ten plots of 10 x 20 m (0.46 ha) were established in a secondary forest fragment (FS) and 9 plots (0.18 ha) in the capoeira fragment (CA), using a systematic sampling method. It was used vegetation survey and measured pedological and topographic variables. The variables were selected by Principal Component Analysis (ACP), separated into groups by cluster analysis (AA) and compared to phytosociological variables through canonical correspondence analysis (ACC). The greatest species richness was identified in soils with higher nutritional quality, where the variables with the greatest influence on the distribution of the species were: depth, sand, pH and red (IV) index. On the contrary, in CA, the greatest species richness was associated to the more acidic and nutrient poor soils in which the silt, altitude and IV variables showed greater influence on the species distribution. These results highlight the importance of pioneer species in this stage of forest regeneration.",tudo
"Fernandes, MM; Fernandes, MRD; Lima, RP; Cruz, NND",2012,FAUNA IN SOIL REVEGETATED WITH DEGRADED AREA ENTEROLOBIUM CONTORTISILIQUUM IN SOUTHERN PIAUI,"This study evaluated the effect of planting Enterolobium contortisiliquum in an area degraded by the removal of gravel compared to a secondary forest in seasonally soil fauna. The soil fauna was collected using traps pitt fall for 7 days and randomly distributed. Revegetation with Enterolobium contortisiliquum not been able to maintain humidity and food during the dry season compared to secondary forest reducing the indices of diversity, evenness, richness and activity of soil fauna. Formicidae was the most numerous taxonomic group in the study areas and the functional group Predators (Araneae) showed a large percentage area revegetated with Enterolobium contortisiliquum compared to secondary forest which indicates that the revegetation of a degraded area with a nitrogen-fixing legume established a chain trophic soil fauna.",tudo
"Berenguer, E; Ferreira, J; Gardner, TA; Aragao, LEOC; De Camargo, PB; Cerri, CE; Durigan, M; De Oliveira, RC; Vieira, ICG; Barlow, J",2014,A large-scale field assessment of carbon stocks in human-modified tropical forests,"Tropical rainforests store enormous amounts of carbon, the protection of which represents a vital component of efforts to mitigate global climate change. Currently, tropical forest conservation, science, policies, and climate mitigation actions focus predominantly on reducing carbon emissions from deforestation alone. However, every year vast areas of the humid tropics are disturbed by selective logging, understory fires, and habitat fragmentation. There is an urgent need to understand the effect of such disturbances on carbon stocks, and how stocks in disturbed forests compare to those found in undisturbed primary forests as well as in regenerating secondary forests. Here, we present the results of the largest field study to date on the impacts of human disturbances on above and belowground carbon stocks in tropical forests. Live vegetation, the largest carbon pool, was extremely sensitive to disturbance: forests that experienced both selective logging and understory fires stored, on average, 40% less aboveground carbon than undisturbed forests and were structurally similar to secondary forests. Edge effects also played an important role in explaining variability in aboveground carbon stocks of disturbed forests. Results indicate a potential rapid recovery of the dead wood and litter carbon pools, while soil stocks (0-30cm) appeared to be resistant to the effects of logging and fire. Carbon loss and subsequent emissions due to human disturbances remain largely unaccounted for in greenhouse gas inventories, but by comparing our estimates of depleted carbon stocks in disturbed forests with Brazilian government assessments of the total forest area annually disturbed in the Amazon, we show that these emissions could represent up to 40% of the carbon loss from deforestation in the region. We conclude that conservation programs aiming to ensure the long-term permanence of forest carbon stocks, such as REDD+, will remain limited in their success unless they effectively avoid degradation as well as deforestation.",tudo
"Rangel-Vasconcelos, LGT; Zarin, DJ; Oliveira, FD; Vasconcelos, SS; de Carvalho, CJR; Santos, MMDS",2015,EFFECT OF WATER AVAILABILITY ON SOIL MICROBIAL BIOMASS IN SECONDARY FOREST IN EASTERN AMAZONIA,"Soil microbial biomass (SMB) plays an important role in nutrient cycling in agroecosystems, and is limited by several factors, such as soil water availability. This study assessed the effects of soil water availability on microbial biomass and its variation over time in the Latossolo Amarelo concrecionario of a secondary forest in eastern Amazonia. The fumigation-extraction method was used to estimate the soil microbial biomass carbon and nitrogen content (SMBC and SMBN). An adaptation of the fumigation-incubation method was used to determine basal respiration (CO2-SMB). The metabolic quotient (qCO(2)) and ratio of microbial carbon: organic carbon (C-MIC:C-ORG) were calculated based on those results. Soil moisture was generally significantly lower during the dry season and in the control plots. Irrigation raised soil moisture to levels close to those observed during the rainy season, but had no significant effect on SMB. The variables did not vary on a seasonal basis, except for the microbial C/N ratio that suggested the occurrence of seasonal shifts in the structure of the microbial community.",tudo
"Robinson, SJB; van den Berg, E; Meirelles, GS; Ostle, N",2015,Factors influencing early secondary succession and ecosystem carbon stocks in Brazilian Atlantic Forest,"Ecologically relevant restoration of secondary Atlantic forest on abandoned land offers a potential means to recover biodiversity and improve crucial ecosystem services, including carbon sequestration. Early secondary successional trajectories are determined by a range of environmental factors that influence plant community development. Context-specific understanding of forest vegetation communities, their dynamics, and underlying drivers is needed for future restoration strategies. In this study we examined relationships between soil (chemical and physical) and environmental (landscape and topographical) characteristics, plant community attributes, and carbon stocks during early secondary succession. Data were collected at two sites undergoing early secondary succession in seasonally-dry Atlantic Forest (Rio de Janeiro State, Brazil). Both sites were previously used for pasture and abandoned at similar times, but showed differing vegetation communities. We found tree biomass and diversity and ecosystem carbon storage to be strongly positively related to the amount of surrounding forest, less steep slopes and clay soils, and negatively to the abundance of the shrub Leandra aurea. Soil carbon pools significantly increased with aboveground tree biomass. The only factor significantly affecting the metric of overall successional development (combining tree biomass and diversity) was total surrounding forest cover. Our findings suggest recovery of secondary forest and below-and aboveground carbon storage is limited by the amount of adjacent forest, some soil properties and dense shrub establishment down-regulating the succession process. Overall we offer evidence of potential to improve recovery of Atlantic forest with ecologically relevant seeding/planting programmes and selective shrub removal that could benefit ecosystem carbon storage.",tudo
"Cassol, HLG; Aragao, LEDC; Moraes, EC; Carreiras, JMD; Shimabukuro, YE",2019,POLARINIETRIC ALOS/PALSAR-2 DATA FOR RETRIEVING ABOVEGROUND BIOMASS OF SECONDARY FOREST IN THE BRAZILIAN AMAZON,"Secondary forests (SFs) are one of the major carbon sink in the Neotropics due to the rapid carbon assimilating in their aboveground biomass (AGB). However, the accurate contribution of the SFs to the carbon cycle is a great challenge because of the uncertainty in AGB estimates. In this context, the main objective of this work is to explore polarimetric Alos/Palsar-2 data from to model AGB in the SFs of the Central Amazon, Amazonas State. Forest inventory was conducted in 2014 with the measured of 23 field plots. Multiple linear regression analysis was perfouned to select the best model by corrected AIC(W) and validated by leave-one-out bootstrapping method. The best fitted model has six parameters and explained 65% of the aboveground biomass variability. The prediction error was calculated to be RMSEP = 8.8 +/- 2.98 Mg.ha(-1) (8.75%). The main polarimetric attributes in the model were those direct related to multiple scattering mechanisms as the Shannon Entropy and the volumetric mechanism of Bhattacharya decomposition; and those related to increase in double-bounce as the co-polarization ratio (VV/HH) resulted of soil-trunk interactions. Such models are intended to improve accuracy for mapping SFs AGB in often cloudy environments as in the Brazilian Amazon.",tudo
"Sobrinho, MS; Tabarelli, M; Machado, IC; Sfair, JC; Bruna, EM; Lopes, AV",2016,"Land use, fallow period and the recovery of a Caatinga forest","Caatinga vegetation continues to be converted into mosaics of secondary forest stands, but the affect of this process on biodiversity has not yet been examined. We used 35 regenerating and old-growth stands of Caatinga to examine the recovery of plant assemblages subsequent to slash-and-burn agriculture and cattle ranching/pasture in northeastern Brazil. Plant assemblages were contrasted in terms of community structure (stem density/basal area/species richness/diversity), functional (leaf habit/reproductive traits) and taxonomic composition. Soil attributes were also examined to infer potential drivers for cross-habitat differences. As expected, plant assemblages clearly differed across a large set of community-level attributes, including all trait categories relative to leaf habit and reproduction (pollination syndrome/floral color, size, type). Overall, old-growth forest stands supported distinct and more diverse assemblages at the plot and habitat level; e.g., long-lived tree species were almost exclusively found in old-growth forest stands. For most attributes, plant assemblages subsequent to pasture exhibited intermediate values between those exhibited by old-growth forest and those of agriculture-related stands. Surprisingly, soils exhibited similar fertility-related scores across habitats. Our results indicate that: (1) sprouting/resprouting represents an important mechanism of forest regeneration; (2) assemblage-level attributes suggest recovery at distinct rates; (3) forest regeneration implies community-level changes in both vegetative and reproductive functional attributes, including directional changes; (4) Caatinga is not able to completely recover in a period of 15-yr following land abandonment; and (5) historical land use affects recovery rates and successional pathways/taxonomic trajectories. Seasonally dry tropical forests may intrinsically cover a wide range of patterns relative to successional model, recovery rates and successional pathways.",tudo
